what,kind,bundleId,bundleVersion,description,time
resolved,bundle,org.eclipse.dltk.mod.launching,0.10.0.201303191704,"org.eclipse.dltk.mod.launching",1368629820733
resolved,bundle,org.eclipse.dltk.mod.console.ui,0.10.0.201303191704,"org.eclipse.dltk.mod.console.ui",1368629820735
installed,bundle,org.eclipse.dltk.mod.ui,0.10.0.201303191704,"org.eclipse.dltk.mod.ui",1368629820742
installed,bundle,org.eclipse.dltk.mod.validators.core,0.10.0.201303191704,"org.eclipse.dltk.mod.validators.core",1368629820747
installed,bundle,org.eclipse.dltk.mod.validators.ui,0.10.0.201303191704,"org.eclipse.dltk.mod.validators.ui",1368629820752
installed,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1368629820761
resolved,bundle,org.eclipse.dltk.mod.ui,0.10.0.201303191704,"org.eclipse.dltk.mod.ui",1368629820772
resolved,bundle,org.eclipse.dltk.mod.formatter,0.10.0.201303191704,"org.eclipse.dltk.mod.formatter",1368629820773
installed,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1368629820777
resolved,bundle,org.eclipse.dltk.mod.debug.ui,0.10.0.201303191704,"org.eclipse.dltk.mod.debug.ui",1368629820781
installed,bundle,org.eclipse.emf.ecore.change,2.5.1.v20100907-1643,"org.eclipse.emf.ecore.change",1368629820786
installed,bundle,org.eclipse.emf.edit,2.6.0.v20100914-1218,"org.eclipse.emf.edit",1368629820793
resolved,bundle,org.eclipse.dltk.mod.validators.core,0.10.0.201303191704,"org.eclipse.dltk.mod.validators.core",1368629820794
installed,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1368629820797
resolved,bundle,org.eclipse.dltk.mod.validators.ui,0.10.0.201303191704,"org.eclipse.dltk.mod.validators.ui",1368629820799
installed,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1368629820800
installed,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1368629820804
installed,bundle,org.eclipse.equinox.http.jetty,3.0.1.v20121109-203239,"org.eclipse.equinox.http.jetty",1368629820807
installed,bundle,org.eclipse.equinox.http.servlet,1.1.300.v20120912-130548,"org.eclipse.equinox.http.servlet",1368629820810
resolved,bundle,org.eclipse.equinox.http.servlet,1.1.300.v20120912-130548,"org.eclipse.equinox.http.servlet",1368629820813
installed,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1368629820821
installed,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1368629820827
installed,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1368629820832
installed,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1368629820859
installed,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1368629820860
installed,bundle,org.eclipse.jetty.continuation,8.1.3.v20120522,"org.eclipse.jetty.continuation",1368629820864
installed,bundle,org.eclipse.jetty.http,8.1.3.v20120522,"org.eclipse.jetty.http",1368629820867
installed,bundle,org.eclipse.jetty.io,8.1.3.v20120522,"org.eclipse.jetty.io",1368629820870
